edad,ingreso
4.000000000000000000e+01,3.837559058596867544e+04
3.400000000000000000e+01,2.570330105373856350e+04
4.300000000000000000e+01,3.160318524279093981e+04
2.500000000000000000e+01,4.085826787378519657e+04
4.600000000000000000e+01,4.242298798688108945e+04
4.300000000000000000e+01,4.801503881730715511e+04
2.700000000000000000e+01,3.048079421120815823e+04
4.300000000000000000e+01,4.932040827223121596e+04
5.100000000000000000e+01,5.211821891060255439e+04
6.800000000000000000e+01,5.297007775811430474e+04
5.800000000000000000e+01,6.726266819447139278e+04
2.400000000000000000e+01,2.346243416838687699e+04
2.100000000000000000e+01,1.028418101340248904e+04
6.700000000000000000e+01,6.066884839034087781e+04
6.200000000000000000e+01,7.570759790634311503e+04
2.800000000000000000e+01,4.030221742113492655e+04
4.600000000000000000e+01,4.361347865592141170e+04
5.300000000000000000e+01,4.955742295681570977e+04
4.200000000000000000e+01,4.048364948782617284e+04
3.800000000000000000e+01,6.106747983560840657e+04
5.300000000000000000e+01,5.686935452231553063e+04
2.700000000000000000e+01,3.525041647191069933e+04
5.400000000000000000e+01,6.420283454031842120e+04
2.600000000000000000e+01,3.248789159026513516e+04
4.100000000000000000e+01,4.025957854179296555e+04
5.200000000000000000e+01,5.023650150915021368e+04
6.600000000000000000e+01,6.338398740585936321e+04
5.200000000000000000e+01,5.182777763490158395e+04
6.500000000000000000e+01,7.052629543636979361e+04
5.300000000000000000e+01,5.356945885807299783e+04
3.500000000000000000e+01,4.507640077215579367e+04
6.600000000000000000e+01,6.329283419891417725e+04
5.600000000000000000e+01,5.638635190316090302e+04
4.900000000000000000e+01,2.966799315467892302e+04
4.100000000000000000e+01,5.201327674702481454e+04
4.000000000000000000e+01,4.546488475897992612e+04
4.900000000000000000e+01,5.963010109859652584e+04
5.400000000000000000e+01,2.493744621806310897e+04
2.900000000000000000e+01,5.353374704780727916e+04
6.600000000000000000e+01,6.270410371844826295e+04
3.000000000000000000e+01,4.458182816737516259e+04
4.000000000000000000e+01,3.160094072874469202e+04
4.200000000000000000e+01,4.982773905062569975e+04
5.200000000000000000e+01,4.166584436826343881e+04
5.800000000000000000e+01,5.106231039304194564e+04
4.700000000000000000e+01,6.709031353866786230e+04
3.400000000000000000e+01,3.499317599236653768e+04
6.600000000000000000e+01,6.627432873179722810e+04
3.700000000000000000e+01,4.815067730688754091e+04
6.500000000000000000e+01,6.820681887972605182e+04
4.200000000000000000e+01,4.520418905143576558e+04
3.900000000000000000e+01,4.479961002466225182e+04
3.000000000000000000e+01,5.753415585238275526e+04
3.600000000000000000e+01,3.802381202966414276e+04
6.600000000000000000e+01,6.611099046714967699e+04
5.300000000000000000e+01,6.355654396007611649e+04
2.900000000000000000e+01,4.370525932957983605e+04
5.800000000000000000e+01,6.917030305560379929e+04
3.600000000000000000e+01,4.498730222029184370e+04
2.900000000000000000e+01,2.121995087269516443e+04
2.600000000000000000e+01,4.643431532301096013e+04
2.400000000000000000e+01,1.693654606981312099e+04
4.500000000000000000e+01,4.927635465239033510e+04
3.100000000000000000e+01,2.680724149980641960e+04
4.800000000000000000e+01,4.815861653407007543e+04
6.900000000000000000e+01,6.993762410303480283e+04
3.600000000000000000e+01,4.181357215450273361e+04
6.400000000000000000e+01,6.661920754235284403e+04
3.300000000000000000e+01,5.218711269058647304e+04
2.200000000000000000e+01,3.123534301513979881e+04
5.200000000000000000e+01,4.975843364709351590e+04
2.900000000000000000e+01,4.229087168288357498e+04
4.200000000000000000e+01,5.559470488924640813e+04
6.900000000000000000e+01,5.437392184863007424e+04
3.800000000000000000e+01,4.627400069849858119e+04
5.300000000000000000e+01,6.006172742310898320e+04
4.000000000000000000e+01,3.902436496640008409e+04
3.300000000000000000e+01,4.980706813311619044e+04
5.600000000000000000e+01,5.409944412967473181e+04
6.200000000000000000e+01,6.195576453471542482e+04
5.900000000000000000e+01,5.641928175716130499e+04
5.600000000000000000e+01,5.575579047581467603e+04
3.100000000000000000e+01,2.338724913104798179e+04
4.800000000000000000e+01,3.439949117405705329e+04
2.200000000000000000e+01,4.264505063224972400e+04
5.200000000000000000e+01,4.373038651681672491e+04
4.000000000000000000e+01,3.208607650543692580e+04
4.600000000000000000e+01,2.556609886396285219e+04
6.000000000000000000e+01,5.261038252310497774e+04
2.800000000000000000e+01,1.856910206592501709e+04
3.500000000000000000e+01,5.417015160136368650e+04
6.400000000000000000e+01,7.249817089342634426e+04
2.900000000000000000e+01,2.576849654822276352e+04
2.600000000000000000e+01,5.262435805344308756e+04
2.700000000000000000e+01,4.076765486991594662e+04
6.100000000000000000e+01,5.660168616491377179e+04
3.400000000000000000e+01,1.190594285126426985e+04
5.500000000000000000e+01,7.765942572590742202e+04
2.400000000000000000e+01,1.450427533236403906e+04
6.300000000000000000e+01,4.509601253043107863e+04
3.000000000000000000e+01,4.372570432009640353e+04
5.700000000000000000e+01,8.084752406339273148e+04
5.900000000000000000e+01,7.199272818510518118e+04
2.600000000000000000e+01,3.573909120052359503e+04
6.700000000000000000e+01,7.089754341665285756e+04
4.400000000000000000e+01,5.393415558780307765e+04
1.900000000000000000e+01,3.173928589786765224e+04
2.200000000000000000e+01,2.951191423969375683e+04
4.600000000000000000e+01,4.814201103951875848e+04
5.400000000000000000e+01,5.327406872100477631e+04
5.500000000000000000e+01,4.721035411133323942e+04
3.600000000000000000e+01,3.579324923133225820e+04
2.500000000000000000e+01,1.232043185804614404e+04
6.500000000000000000e+01,6.226660373205249925e+04
6.200000000000000000e+01,5.081408892849082622e+04
1.800000000000000000e+01,1.226410682784229175e+04
3.900000000000000000e+01,4.294894151153478742e+04
6.900000000000000000e+01,8.057002286344599270e+04
3.400000000000000000e+01,4.608316606002312619e+04
2.400000000000000000e+01,1.269499396376822915e+04
4.200000000000000000e+01,3.380371863429662335e+04
6.200000000000000000e+01,7.010771187988216116e+04
2.100000000000000000e+01,1.602512606461690484e+04
5.300000000000000000e+01,5.080366850002975116e+04
2.300000000000000000e+01,3.305052099024551717e+04
4.800000000000000000e+01,3.911655545136364526e+04
3.600000000000000000e+01,3.965375506145959662e+04
6.100000000000000000e+01,4.650974505081795360e+04
5.600000000000000000e+01,4.958632356048786460e+04
4.400000000000000000e+01,4.859781934142536920e+04
2.700000000000000000e+01,1.502006266468330796e+04
4.300000000000000000e+01,4.895474737960399216e+04
3.600000000000000000e+01,3.840362201073319011e+04
5.600000000000000000e+01,6.112489954417147965e+04
2.000000000000000000e+01,2.723914134064661630e+04
6.200000000000000000e+01,7.434140429973843857e+04
3.000000000000000000e+01,3.475224502647907502e+04
6.700000000000000000e+01,6.065594458874747215e+04
4.500000000000000000e+01,4.747297503032283566e+04
3.700000000000000000e+01,4.488298029036387743e+04
4.500000000000000000e+01,4.673860070325704146e+04
2.500000000000000000e+01,2.965591691203882510e+04
5.800000000000000000e+01,5.028008312193244637e+04
5.600000000000000000e+01,4.897099082449051639e+04
1.800000000000000000e+01,9.273947282003064174e+03
2.000000000000000000e+01,4.249576743186938984e+04
3.000000000000000000e+01,2.106136764608715021e+04
4.500000000000000000e+01,3.932094802204092412e+04
6.600000000000000000e+01,5.691592734430802375e+04
4.200000000000000000e+01,5.264924376944440883e+04
5.000000000000000000e+01,4.755050321707972034e+04
5.500000000000000000e+01,6.722742072673734219e+04
2.300000000000000000e+01,2.081509375756131340e+04
6.100000000000000000e+01,6.263994162223801686e+04
6.200000000000000000e+01,5.234652946740242623e+04
4.900000000000000000e+01,7.110149127773387590e+04
6.200000000000000000e+01,4.882401580970486975e+04
6.400000000000000000e+01,6.549820710227027303e+04
3.800000000000000000e+01,4.663776880932098720e+04
3.300000000000000000e+01,4.018799097451498528e+04
3.800000000000000000e+01,3.844712341122291400e+04
2.800000000000000000e+01,3.050179300266573773e+04
5.400000000000000000e+01,5.433811471979109774e+04
5.300000000000000000e+01,5.157997998371511494e+04
5.200000000000000000e+01,6.183879116794909351e+04
3.600000000000000000e+01,6.070523001591351203e+04
3.700000000000000000e+01,3.387508214992166177e+04
3.500000000000000000e+01,2.405197020420922127e+04
6.400000000000000000e+01,6.151717951648744929e+04
5.800000000000000000e+01,8.309709337654318369e+04
6.600000000000000000e+01,5.606325432030269440e+04
3.100000000000000000e+01,5.074116805444066995e+04
3.200000000000000000e+01,5.197700814076440292e+04
4.800000000000000000e+01,4.326411758292005106e+04
1.800000000000000000e+01,2.898983079185275346e+04
2.000000000000000000e+01,4.128396623128537613e+04
3.300000000000000000e+01,3.225872259012512950e+04
4.000000000000000000e+01,3.996419639897638262e+04
2.800000000000000000e+01,2.598319086051356135e+04
2.900000000000000000e+01,2.250243269307132869e+04
2.700000000000000000e+01,2.445722454933992776e+04
4.900000000000000000e+01,3.741059733237743785e+04
3.300000000000000000e+01,3.639083468259226356e+04
2.500000000000000000e+01,2.155026768941358023e+04
5.500000000000000000e+01,5.708785911790747923e+04
2.900000000000000000e+01,1.709104353796372743e+04
4.100000000000000000e+01,4.615880232214456919e+04
4.500000000000000000e+01,5.458528961608924874e+04
2.500000000000000000e+01,9.312643574285444629e+03
4.500000000000000000e+01,4.999056569847572246e+04
5.300000000000000000e+01,6.532668992473292019e+04
4.300000000000000000e+01,3.245358981308794318e+04
2.500000000000000000e+01,4.597572386837703380e+04
6.700000000000000000e+01,6.914019009366045066e+04
4.500000000000000000e+01,3.919988144241591363e+04
4.500000000000000000e+01,4.569230922342294070e+04
5.400000000000000000e+01,5.948326912521722261e+04
5.800000000000000000e+01,5.806005391412411700e+04
5.300000000000000000e+01,5.843755992446369055e+04
4.400000000000000000e+01,3.619326406920633599e+04
3.400000000000000000e+01,3.859360824036077975e+04
2.600000000000000000e+01,1.596285503095019885e+04
5.000000000000000000e+01,4.938773938651299977e+04
3.700000000000000000e+01,3.041092358535210224e+04
3.000000000000000000e+01,2.614470057410233494e+04
4.500000000000000000e+01,5.861093175210437039e+04
6.500000000000000000e+01,7.416310120594268665e+04
4.600000000000000000e+01,5.319138120907176926e+04
3.000000000000000000e+01,2.257687235327420785e+04
6.300000000000000000e+01,5.838591550305198325e+04
5.200000000000000000e+01,6.433097699979183380e+04
2.300000000000000000e+01,2.896716913639904669e+04
3.500000000000000000e+01,6.094329539981693961e+04
6.800000000000000000e+01,6.973317839394371549e+04
2.200000000000000000e+01,2.862049116490031520e+04
6.400000000000000000e+01,5.930883535797498917e+04
4.200000000000000000e+01,4.503540904782282450e+04
1.900000000000000000e+01,2.262530163619456289e+04
2.700000000000000000e+01,3.803108676688590640e+04
4.700000000000000000e+01,5.751702316794583749e+04
6.700000000000000000e+01,5.709010539492050884e+04
6.200000000000000000e+01,4.738767046442221908e+04
2.200000000000000000e+01,8.337946268967032665e+03
5.000000000000000000e+01,5.557991326912543445e+04
1.800000000000000000e+01,1.226633393826126303e+04
3.500000000000000000e+01,1.622109407047517016e+04
4.900000000000000000e+01,5.353578604530964367e+04
6.400000000000000000e+01,8.732999517432790890e+04
6.600000000000000000e+01,6.403929088460106868e+04
2.800000000000000000e+01,4.018490774451641482e+04
3.800000000000000000e+01,4.111829358547565062e+04
4.300000000000000000e+01,4.356110346808857139e+04
4.200000000000000000e+01,5.289076482987768395e+04
3.900000000000000000e+01,3.824725455811348365e+04
4.400000000000000000e+01,4.807392314071903093e+04
6.600000000000000000e+01,6.731697806196013698e+04
3.000000000000000000e+01,2.681909546356951250e+04
5.000000000000000000e+01,6.042042349536522670e+04
5.100000000000000000e+01,4.960040243304591422e+04
5.800000000000000000e+01,4.974254840507155313e+04
5.200000000000000000e+01,5.756509843570403609e+04
1.800000000000000000e+01,1.431532018208962654e+04
3.800000000000000000e+01,4.058181157369128050e+04
6.500000000000000000e+01,6.315881003355796565e+04
2.300000000000000000e+01,3.840895565831578278e+04
4.500000000000000000e+01,5.099698232879952411e+04
3.400000000000000000e+01,3.664973041254856071e+04
2.200000000000000000e+01,3.487766299200287176e+04
4.800000000000000000e+01,6.270207549017313431e+04
2.200000000000000000e+01,3.227810306351862164e+04
5.500000000000000000e+01,5.485352619843380671e+04
2.000000000000000000e+01,1.188163767649840520e+04
4.000000000000000000e+01,3.134886336924627540e+04
5.400000000000000000e+01,5.084775295645332517e+04
5.400000000000000000e+01,4.780487797840716667e+04
2.700000000000000000e+01,2.908028697014553836e+04
2.700000000000000000e+01,3.151649924897107121e+04
3.600000000000000000e+01,4.389692754356730438e+04
3.400000000000000000e+01,3.619501221940908727e+04
3.800000000000000000e+01,4.516501643826202053e+04
3.100000000000000000e+01,3.499474414810119924e+04
2.600000000000000000e+01,1.034533433646128833e+04
6.300000000000000000e+01,5.215664606181245472e+04
1.800000000000000000e+01,2.185912444278384646e+04
6.800000000000000000e+01,5.370305257158892346e+04
6.200000000000000000e+01,6.669928729996204493e+04
3.000000000000000000e+01,4.880750832343697402e+04
2.100000000000000000e+01,3.803761851697316888e+04
1.800000000000000000e+01,2.116557129069792063e+04
6.600000000000000000e+01,7.900726136849951581e+04
5.700000000000000000e+01,5.793667457202111837e+04
4.900000000000000000e+01,4.627914028881960985e+04
5.100000000000000000e+01,4.521597336459060170e+04
4.500000000000000000e+01,4.322530313511871645e+04
4.800000000000000000e+01,4.491823181458771433e+04
2.500000000000000000e+01,3.095416222375487632e+04
5.600000000000000000e+01,5.720573981049864960e+04
4.300000000000000000e+01,4.458046020153414429e+04
5.100000000000000000e+01,5.571938169746349740e+04
2.000000000000000000e+01,3.690646274786341382e+04
6.700000000000000000e+01,7.444554135441323160e+04
2.900000000000000000e+01,1.780102031550096581e+04
1.800000000000000000e+01,-2.239211349019547924e+03
6.100000000000000000e+01,6.919319911239272915e+04
2.200000000000000000e+01,1.303121301584578941e+04
4.700000000000000000e+01,4.570234598107316560e+04
4.700000000000000000e+01,3.624886973940640746e+04
3.400000000000000000e+01,1.888019562419980139e+04
6.500000000000000000e+01,6.866462728204787709e+04
6.400000000000000000e+01,6.999155160302646982e+04
4.000000000000000000e+01,3.623489599273280328e+04
3.200000000000000000e+01,9.289577078550901206e+03
5.400000000000000000e+01,4.843755551747517165e+04
3.800000000000000000e+01,4.421804005402546318e+04
3.100000000000000000e+01,1.956088431225871318e+04
1.900000000000000000e+01,2.598359919779155462e+04
2.800000000000000000e+01,3.164690150827004618e+04
6.800000000000000000e+01,7.159291499601087708e+04
5.600000000000000000e+01,5.679580368414153054e+04
5.500000000000000000e+01,4.501931059118444682e+04
5.100000000000000000e+01,6.331571501664491370e+04
5.500000000000000000e+01,5.316470426973029680e+04
6.700000000000000000e+01,6.467695460490068217e+04
5.100000000000000000e+01,4.201732040926803893e+04
3.500000000000000000e+01,3.331717748808489705e+04
4.700000000000000000e+01,3.910197285973098769e+04
3.200000000000000000e+01,3.347053940076576691e+04
4.400000000000000000e+01,6.251708480142343615e+04
6.800000000000000000e+01,5.208098857068643701e+04
5.100000000000000000e+01,3.521438602123258897e+04
6.900000000000000000e+01,8.136170327493608056e+04
5.500000000000000000e+01,5.265676322848133714e+04
5.000000000000000000e+01,4.380927261340083351e+04
4.100000000000000000e+01,5.324904687396076042e+04
3.200000000000000000e+01,2.914384460263135770e+04
4.700000000000000000e+01,6.621009713546936109e+04
5.900000000000000000e+01,6.492925871339269361e+04
6.800000000000000000e+01,6.092088591854297556e+04
3.400000000000000000e+01,5.847308213265503582e+04
2.200000000000000000e+01,2.064285076996661519e+04
4.600000000000000000e+01,5.452095372009307175e+04
2.100000000000000000e+01,2.884292580406491834e+04
2.700000000000000000e+01,4.396741289398798108e+04
3.400000000000000000e+01,5.251511196726853086e+04
2.700000000000000000e+01,3.127004149065766615e+04
3.400000000000000000e+01,2.936582129653816446e+04
3.700000000000000000e+01,4.404972142939116748e+04
4.100000000000000000e+01,3.607284630247893801e+04
2.200000000000000000e+01,4.683387247526623105e+04
5.100000000000000000e+01,5.271535331082737684e+04
2.300000000000000000e+01,2.389678448687891432e+04
1.900000000000000000e+01,2.599680305864908587e+04
3.000000000000000000e+01,2.002873710470303558e+04
6.000000000000000000e+01,4.928385961489348847e+04
6.000000000000000000e+01,7.100413907944425591e+04
6.500000000000000000e+01,5.668105721028604603e+04
2.800000000000000000e+01,2.133089017318060360e+04
6.800000000000000000e+01,7.116652752527286066e+04
6.400000000000000000e+01,7.425704154662997462e+04
4.000000000000000000e+01,4.918953310665066965e+04
3.300000000000000000e+01,4.601047685805816582e+04
4.800000000000000000e+01,4.123204911430539505e+04
2.800000000000000000e+01,1.758189333258156330e+04
3.300000000000000000e+01,5.106333651955486857e+04
2.500000000000000000e+01,2.602320161157864277e+04
2.100000000000000000e+01,2.334166983544952745e+04
5.700000000000000000e+01,6.973194141849057632e+04
2.100000000000000000e+01,3.141230009400659765e+04
4.200000000000000000e+01,4.825887772081607545e+04
2.000000000000000000e+01,4.665002344901084143e+04
4.900000000000000000e+01,4.321481769619857369e+04
2.000000000000000000e+01,3.427840128081237344e+04
4.400000000000000000e+01,4.597013124897084344e+04
4.600000000000000000e+01,4.978592278863256797e+04
4.900000000000000000e+01,6.493468426412531699e+04
6.700000000000000000e+01,7.002835756289624260e+04
6.800000000000000000e+01,7.118296079049633408e+04
3.600000000000000000e+01,4.932507337309802097e+04
3.800000000000000000e+01,3.665047270457114791e+04
2.200000000000000000e+01,1.830790332660993590e+04
3.500000000000000000e+01,2.730190805978966455e+04
4.500000000000000000e+01,2.658643410623998352e+04
5.900000000000000000e+01,7.871207129940322193e+04
3.900000000000000000e+01,3.011791634278316633e+04
3.800000000000000000e+01,3.808746376414228143e+04
2.300000000000000000e+01,2.478186700111079335e+04
1.800000000000000000e+01,2.637406697809100660e+04
2.200000000000000000e+01,3.485737212539296888e+04
5.800000000000000000e+01,6.590473488359745534e+04
2.900000000000000000e+01,2.681922561431061331e+04
4.300000000000000000e+01,4.287878286213588581e+04
6.300000000000000000e+01,6.437579950488299801e+04
5.100000000000000000e+01,4.886308873816452979e+04
6.600000000000000000e+01,8.017345576019992586e+04
3.100000000000000000e+01,3.925974951638251514e+04
4.300000000000000000e+01,5.189877786049817223e+04
6.200000000000000000e+01,6.732881268667412223e+04
4.400000000000000000e+01,5.713473857485324697e+04
2.600000000000000000e+01,3.191021558703706978e+04
4.300000000000000000e+01,3.158168052044153592e+04
6.400000000000000000e+01,6.639687951752640947e+04
3.900000000000000000e+01,3.463643106208171230e+04
6.400000000000000000e+01,5.711383318250242883e+04
4.700000000000000000e+01,5.381364018755093275e+04
6.000000000000000000e+01,7.138283071433636360e+04
6.500000000000000000e+01,6.346271576736061979e+04
3.400000000000000000e+01,3.998833012598963978e+04
4.300000000000000000e+01,6.157214944635237771e+04
5.300000000000000000e+01,5.545753179488568276e+04
1.800000000000000000e+01,4.931683114180395205e+04
2.500000000000000000e+01,3.490509645631544117e+04
6.600000000000000000e+01,4.649237240844182088e+04
5.200000000000000000e+01,5.973341621104532533e+04
6.900000000000000000e+01,7.046158384882778046e+04
3.200000000000000000e+01,4.809752754082745378e+04
6.400000000000000000e+01,6.913181351269959123e+04
3.900000000000000000e+01,3.976544016016225942e+04
3.100000000000000000e+01,2.210701763710634259e+04
4.300000000000000000e+01,4.245976742713974818e+04
4.500000000000000000e+01,3.774479545790699922e+04
4.000000000000000000e+01,3.619476550195277377e+04
3.100000000000000000e+01,4.023578404420609877e+04
4.100000000000000000e+01,5.954904504351406649e+04
1.900000000000000000e+01,2.809671529822981029e+04
6.200000000000000000e+01,4.874116937964815588e+04
4.300000000000000000e+01,4.899602668220140913e+04
3.100000000000000000e+01,4.631631486645650875e+04
6.800000000000000000e+01,5.970217095680617786e+04
2.400000000000000000e+01,2.705982833327082335e+04
2.000000000000000000e+01,2.514688194729197130e+04
6.400000000000000000e+01,5.455101686917759798e+04
4.000000000000000000e+01,4.848280433843858918e+04
6.300000000000000000e+01,6.034051851392218668e+04
6.000000000000000000e+01,6.319532443907027482e+04
6.400000000000000000e+01,5.352507822197899804e+04
6.200000000000000000e+01,5.632541699676589633e+04
3.500000000000000000e+01,4.497381357827770989e+04
5.500000000000000000e+01,5.102166847908232739e+04
